Banco,Contrato,Origen,Dia semana,Tipo archivo recaudo,Cuenta
bbva colombia s.a,industria y comercio,p,3,pagos web,16
popular,rendimientos financieros y recursos no ejecutados,presencial,3,pagos presencial,16
banco davivienda,circulacion y transito,p,6,pagos web,16
banco davivienda,rentas contractuales,n,3,pagos web,16
banco davivienda,aprov.esp.pub,p,2,pagos web,16
banco davivienda,facilidades,a,5,pagos web,16
bancolombia,rentas contractuales,presencial,6,pagos presencial,16
bancolombia - botón bancolombi,servicios,n,6,pagos web,16
banco falabella,facilidades,n,3,pagos web,16
bancolombia s.a.,ingresos no tributarios,p,0,pagos web,16
bbva colombia s.a,impuesto predial,a,0,pagos web,16
bancolombia s.a.- nequi,impuesto predial,n,2,pagos web,16
bancolombia,rentas contractuales,n,6,pagos web,16
bancolombia - botón bancolombi,servicios,n,5,pagos web,16
bbva,ingresos no tributarios,presencial,3,pagos presencial,16
banco serfinanza s.a,impuesto predial,p,0,pagos web,16
banco de occidente,facilidades,p,5,pagos web,16
scotiabank colpatria s.a.,impuesto predial,a,5,pagos web,16
banco coomeva s.a.,impuesto predial,p,5,pagos web,16
confiar,ingresos no tributarios,presencial,4,pagos presencial,16
banco de bogota,circulacion y transito,a,1,pagos web,16
bancolombia s.a.,rentas contractuales,p,0,pagos web,16
scotiabank colpatria s.a.,impuesto predial,n,6,pagos web,16
cotrafa,préstamos hipotecarios,presencial,3,pagos presencial,16
bancolombia s.a.,ingresos no tributarios,p,1,pagos web,16
bancolombia s.a.,impuesto predial,w,5,pagos web,16
banco de occidente,circulacion y transito,p,0,pagos web,16
cotrafa,impuesto predial,p,5,pagos web,16
american express us consumer,impuesto predial,p,3,pagos web,16
scotiabank colpatria s.a.,industria y comercio,n,2,pagos web,16
bancolombia s.a.,alumbrado publico,p,6,pagos web,16
bancolombia,transferencias,n,4,pagos web,16
banco davivienda,movilidad,p,4,pagos web,16
"chase bank usa, n.a.",impuesto predial,n,2,pagos web,16
"bank of america, national asso",impuesto predial,p,2,pagos web,16
banco popular,impuesto predial,a,1,pagos web,16
chase bank usa n.a.,impuesto predial,p,1,pagos web,16
banco popular,impuesto predial,a,6,pagos web,16
banco gnb sudameris,impuesto predial,n,1,pagos web,16
bancolombia s.a.,alumbrado publico,p,5,pagos web,16
banco colpatria pricesmart,impuesto predial,a,2,pagos web,15
citibank,facilidades,p,6,pagos web,15
banco itau,impuesto predial,a,4,pagos web,15
banco colpatria pricesmart,impuesto predial,n,5,pagos web,15
banco serfinanza s.a,impuesto predial,p,2,pagos web,15
gnb sudameris,facilidades,p,5,pagos web,15
itaú,industria y comercio,p,5,pagos web,15
colpatria,ingresos no tributarios,presencial,4,pagos presencial,15
caja social bcs,impuesto predial,p,1,pagos web,15
colpatria,préstamos hipotecarios,presencial,1,pagos presencial,15
caja social bcs,impuesto predial,p,2,pagos web,15
bancolombia,delineación urbana,n,1,pagos web,15
visa,impuesto predial,p,1,pagos web,15
bancolombia s.a.,servicios,n,1,pagos web,15
banco santander,circulacion y transito,p,3,pagos web,15
banco santander,circulacion y transito,p,4,pagos web,15
bbva,rentas contractuales,presencial,1,pagos presencial,15
bbva,rentas contractuales,presencial,2,pagos presencial,15
itau corpbanca colombia s.a.,industria y comercio,p,6,pagos web,15
banco davivienda,delineación urbana,p,2,pagos web,15
bancolombia s.a.,retencion ica,p,0,pagos web,15
popular,delineación urbana,presencial,1,pagos presencial,15
bancolombia - botón bancolombi,alumbrado publico,n,0,pagos web,15
colpatria,impuesto predial,presencial,5,pagos presencial,15
finandina,industria y comercio,p,4,pagos web,15
banco pichincha s.a.,impuesto predial,p,2,pagos web,15
bancolombia s.a.,facilidades,a,2,pagos web,15
nu pagamentos sa,facilidades,p,6,pagos web,15
bancolombia cayman,impuesto predial,p,3,pagos web,15
banco davivienda,alumbrado publico,p,6,pagos web,15
bancolombia s.a.,impuesto telefonico,p,2,pagos web,15
banco colpatria pricesmart,facilidades,p,1,pagos web,15
citibank n.a.,impuesto predial,p,6,pagos web,15
bbva,delineación urbana,presencial,3,pagos presencial,15
bogota_1,rendimientos financieros y recursos no ejecutados,presencial,4,pagos presencial,15
bancolombia - botón bancolombi,publicidad exterior visual,p,3,pagos web,15
bancolombia - botón bancolombi,aprov.esp.pub,n,5,pagos web,15
hsbc,impuesto predial,p,2,pagos web,15
"itau corpbanca colombia, s.a.",impuesto predial,n,3,pagos web,15
scotiabank colpatria s.a.,industria y comercio,n,0,pagos web,15
bancolombia s.a.- nequi,industria y comercio,p,2,pagos web,15
nequi,rentas contractuales,p,1,pagos web,15
bancolombia s.a.- nequi,impuesto predial,a,0,pagos web,15
bancolombia - botón bancolombi,delineación urbana,p,4,pagos web,15
banco av villas s.a.,impuesto predial,n,0,pagos web,15
bancocajasocial,delineación urbana,presencial,3,pagos presencial,15
colpatria,impuesto predial,p,3,pagos web,15
banco davivienda,impuesto telefonico,p,1,pagos web,15
banco davivienda,alumbrado publico,n,4,pagos web,15
occidente,impuesto predial,presencial,5,pagos presencial,15
bancolombia,espectaculos publicos,presencial,3,pagos presencial,15
bancolombia,alumbrado publico,a,2,pagos web,15
citibank,industria y comercio,a,2,pagos web,15
"capital one, national associat",impuesto predial,p,1,pagos web,15
bancolombia,ingresos no tributarios,n,2,pagos web,15
banco popular,transferencias,p,0,pagos web,15
banco bilbao vizcaya argentari,impuesto predial,n,1,pagos web,15
bancolombia cayman,impuesto predial,p,1,pagos web,15
nequi,industria y comercio,n,6,pagos web,15
bcsc,industria y comercio,p,5,pagos web,15
bancoomeva s.a.,industria y comercio,p,5,pagos web,15
cotrafa,delineación urbana,presencial,0,pagos presencial,15
"banco de occidente, s.a.",impuesto predial,n,6,pagos web,15
cotrafa,ingresos no tributarios,presencial,3,pagos presencial,15
falabella,industria y comercio,p,5,pagos web,15
ripley visa,impuesto predial,p,6,pagos web,15
banco itau,alumbrado publico,p,2,pagos web,15
banco de bogota,transferencias,p,4,pagos web,15
banco de bogota,transferencias,p,3,pagos web,15
coltefinanciera,impuesto predial,p,3,pagos web,15
banco de bogota,ingresos no tributarios,p,4,pagos web,15
banco itau,alumbrado publico,p,0,pagos web,15
cotrafa,industria y comercio,p,3,pagos web,15
cotrafa,impuesto predial,presencial,2,pagos presencial,15
asociacion gremial de instituc,impuesto predial,p,3,pagos web,15
cotrafa,aprov.esp.pub,presencial,0,pagos presencial,15
banco bogota,industria y comercio,p,2,pagos web,15
banco de occidente,facilidades,n,4,pagos web,15
davivienda,servicios,presencial,5,pagos presencial,15
davivienda,otros ingresos,presencial,0,pagos presencial,15
banco de occidente,recursos fonset,p,0,pagos web,15
banco itau,circulacion y transito,p,2,pagos web,15
scotiabank colpatria,facilidades,n,4,pagos web,15
cotrafa,rendimientos financieros y recursos no ejecutados,presencial,1,pagos presencial,15
confiar cooperativa financiera,impuesto predial,a,4,pagos web,15
finandina,impuesto predial,a,0,pagos web,15
"wells fargo bank, n.a.",impuesto predial,p,3,pagos web,15
banco de occidente,circulacion y transito,p,4,pagos web,15
scotiabank colpatria,facilidades,n,0,pagos web,15
"banco de occidente, s.a.",industria y comercio,p,3,pagos web,15
banco av villas s.a.,impuesto predial,a,1,pagos web,14
banco davivienda,retencion ica,n,0,pagos web,14
scotiabank colpatria,circulacion y transito,p,3,pagos web,14
banco coomeva s.a.,impuesto predial,n,0,pagos web,14
banco av villas s.a.,impuesto predial,n,6,pagos web,14
redeban multicolor s.a.,industria y comercio,p,1,pagos web,14
bancocajasocial,aprov.esp.pub,presencial,5,pagos presencial,14
banco de bogotá s.a.,industria y comercio,p,1,pagos web,14
falabella,facilidades,p,6,pagos web,14
banco davivienda,aprov.esp.pub,p,0,pagos web,14
bbva colombia s.a,industria y comercio,p,1,pagos web,14
bcsc,impuesto predial,n,3,pagos web,14
confiar,pot.,presencial,3,pagos presencial,14
banco av villas s.a.,facilidades,p,2,pagos web,14
movii sa,impuesto predial,p,1,pagos web,14
davivienda,pot.,presencial,6,pagos presencial,14
scotiabank colpatria,circulacion y transito,p,2,pagos web,14
bancolombia,espectaculos publicos,presencial,4,pagos presencial,14
banco bbva colombia s.a.,otros ingresos,p,3,pagos web,14
"jpmorgan chase bank, n.a.",impuesto predial,p,1,pagos web,14
banco de occidente s.a.,industria y comercio,p,3,pagos web,14
"jpmorgan chase bank, n.a.",impuesto predial,p,2,pagos web,14
nu pagamentos sa,industria y comercio,n,4,pagos web,14
banco occidente,impuesto predial,p,5,pagos web,14
gnb,rentas contractuales,presencial,2,pagos presencial,14
scotiabank colpatria s.a.,circulacion y transito,p,4,pagos web,14
avvillas,delineación urbana,presencial,0,pagos presencial,14
bancolombia,espectaculos publicos,p,0,pagos web,14
nu pagamentos sa,industria y comercio,p,5,pagos web,14
"banco de occidente, s.a.",facilidades,p,0,pagos web,14
bancolombia,ingresos no tributarios,n,4,pagos web,14
banco bbva colombia s.a.,ingresos no tributarios,p,3,pagos web,14
itaú,impuesto predial,n,4,pagos web,14
banco bbva colombia s.a.,facilidades,n,3,pagos web,14
banco bbva colombia s.a.,facilidades,n,1,pagos web,14
bogota_1,pot.,presencial,4,pagos presencial,14
banco bbva colombia s.a.,estampilla procultura,p,4,pagos web,14
"banco de occidente, s.a.",facilidades,p,6,pagos web,14
coop. financ. confiar,impuesto predial,p,2,pagos web,14
"banco de occidente, s.a.",impuesto predial,a,0,pagos web,14
bancolombia,alumbrado publico,a,3,pagos web,14
bancolombia,deguello de ganado,p,0,pagos web,14
banco serfinanza s.a,impuesto predial,p,4,pagos web,14
"bank of america, national asso",impuesto predial,p,0,pagos web,14
bbva colombia s.a,impuesto predial,a,4,pagos web,14
banco colpatria pricesmart,facilidades,p,3,pagos web,14
bancolombia - botón bancolombi,rentas contractuales,a,2,pagos web,14
banco davivienda,facilidades,a,6,pagos web,14
popular,alumbrado publico,presencial,3,pagos presencial,14
nequi,rentas contractuales,n,4,pagos web,14
bbva,impuesto telefonico,presencial,4,pagos presencial,14
bbva,impuesto telefonico,presencial,1,pagos presencial,14
compania de financiamiento tuy,impuesto predial,a,6,pagos web,14
bancolombia s.a.,aprov.esp.pub,n,1,pagos web,14
banco de bogota,industria y comercio,a,4,pagos web,14
american express us consumer,impuesto predial,p,4,pagos web,14
banco colpatria,industria y comercio,a,4,pagos web,14
american express company,impuesto predial,p,0,pagos web,14
"banco davivienda, s.a.",impuesto predial,a,5,pagos web,14
bancolombia s.a.,impuesto predial,w,1,pagos web,14
bancolombia s.a.,impuesto predial,w,3,pagos web,14
bbva,delineación urbana,presencial,0,pagos presencial,14
"itau corpbanca colombia, s.a.",facilidades,p,3,pagos web,14
"itau corpbanca colombia, s.a.",facilidades,p,2,pagos web,14
scotiabank colpatria,publicidad exterior visual,p,0,pagos web,14
banco itau,impuesto predial,n,5,pagos web,14
bancolombia s.a.,ingresos no tributarios,p,3,pagos web,14
banco colpatria,facilidades,n,3,pagos web,14
banco bilbao vizcaya argentari,impuesto predial,a,0,pagos web,14
popular,rentas contractuales,presencial,3,pagos presencial,14
scotiabank colpatria,otros ingresos,p,3,pagos web,14
bancolombia - botón bancolombi,rentas contractuales,a,0,pagos web,14
banco davivienda s.a.,industria y comercio,p,5,pagos web,14
bancolombia s.a.- nequi,impuesto predial,a,3,pagos web,14
banco colpatria pricesmart,impuesto predial,n,0,pagos web,14
banco de bogota s.a.,impuesto predial,a,3,pagos web,14
bancolombia - botón bancolombi,industria y comercio,w,0,pagos web,14
banco davivienda,delineación urbana,p,3,pagos web,14
banco colpatria pricesmart,impuesto predial,a,0,pagos web,14
rappipay,impuesto predial,p,1,pagos web,14
bancolombia s.a.- nequi,impuesto predial,n,0,pagos web,14
daviplata,impuesto predial,a,1,pagos web,14
daviplata,impuesto predial,a,6,pagos web,14
bbva,rentas contractuales,presencial,4,pagos presencial,14
compania de financiamiento tuy,industria y comercio,p,6,pagos web,14
banco av villas,otros ingresos,p,2,pagos web,14
"chase bank usa, n.a.",impuesto predial,n,1,pagos web,14
gnb,rentas contractuales,presencial,0,pagos presencial,13
bancocajasocial,delineación urbana,presencial,4,pagos presencial,13
bancoomeva s.a.,impuesto predial,a,3,pagos web,13
citibank,industria y comercio,n,0,pagos web,13
gnb,rentas contractuales,presencial,3,pagos presencial,13
confiar cooperativa financiera,facilidades,p,6,pagos web,13
cfa cooperativa financiera,impuesto predial,p,6,pagos web,13
scotiabank colpatria,alumbrado publico,p,1,pagos web,13
bancoomeva,impuesto predial,p,4,pagos web,13
banco bilbao vizcaya argentari,impuesto predial,a,1,pagos web,13
banco davivienda,rentas contractuales,n,0,pagos web,13
banco popular,impuesto predial,a,5,pagos web,13
gnb,alumbrado publico,presencial,1,pagos presencial,13
bancoomeva s.a.,impuesto predial,n,0,pagos web,13
nequi,facilidades,a,1,pagos web,13
banco popular,rendimientos financieros y recursos no ejecutados,n,0,pagos web,13
citibank,industria y comercio,n,4,pagos web,13
banco bogota,industria y comercio,p,4,pagos web,13
banco davivienda,facilidades,a,3,pagos web,13
banco popular,retencion ica,n,3,pagos web,13
banco davivienda,circulacion y transito,n,4,pagos web,13
citibank,industria y comercio,a,3,pagos web,13
nequi,circulacion y transito,n,4,pagos web,13
banco bbva colombia s.a.,rendimientos financieros y recursos no ejecutados,n,0,pagos web,13
popular,alumbrado publico,presencial,2,pagos presencial,13
nequi,rentas contractuales,n,1,pagos web,13
"banco davivienda, s.a.",impuesto predial,a,2,pagos web,13
banco davivienda,movilidad,p,1,pagos web,13
av villas,impuesto predial,p,5,pagos web,13
nequi,facilidades,a,3,pagos web,13
nequi,facilidades,a,0,pagos web,13
banco itau,impuesto predial,a,2,pagos web,13
"bank of america, national asso",impuesto predial,p,1,pagos web,13
bancolombia - botón bancolombi,publicidad exterior visual,p,4,pagos web,13
itaú,impuesto predial,a,0,pagos web,13
bancolombia - botón bancolombi,circulacion y transito,n,6,pagos web,13
bancolombia s.a.- nequi,facilidades,p,1,pagos web,13
occidente,movilidad,presencial,2,pagos presencial,13
banco de bogota s.a.,impuesto predial,n,1,pagos web,13
itaú,circulacion y transito,p,2,pagos web,13
daviplata,facilidades,p,1,pagos web,13
daviplata,impuesto predial,a,0,pagos web,13
daviplata,impuesto predial,a,4,pagos web,13
scotiabank colpatria,industria y comercio,a,3,pagos web,13
scotiabank colpatria,industria y comercio,a,4,pagos web,13
daviplata,impuesto predial,n,4,pagos web,13
bancolombia - botón bancolombi,industria y comercio,w,2,pagos web,13
bancolombia - botón bancolombi,rendimientos financieros y recursos no ejecutados,p,3,pagos web,13
bancolombia,deguello de ganado,p,2,pagos web,13
bancolombia - botón bancolombi,rentas contractuales,a,3,pagos web,13
scotiabank colpatria s.a.,industria y comercio,n,3,pagos web,13
banco av villas,alumbrado publico,p,3,pagos web,13
daviplata,industria y comercio,p,5,pagos web,13
davivienda,retencion ica,presencial,0,pagos presencial,13
popular,rendimientos financieros y recursos no ejecutados,presencial,2,pagos presencial,13
banco de bogota,industria y comercio,n,5,pagos web,13
banco de bogota,industria y comercio,a,3,pagos web,13
"itau corpbanca colombia, s.a.",impuesto predial,n,4,pagos web,13
servibanca s.a.,impuesto predial,p,1,pagos web,13
bancolombia s.a.,publicidad exterior visual,p,4,pagos web,13
banco agrario,retencion ica,p,2,pagos web,13
bancolombia s.a.,rentas contractuales,p,3,pagos web,13
lulo bank,impuesto predial,p,0,pagos web,13
banco de bogotá s.a.,impuesto predial,n,0,pagos web,13
bbva colombia s.a,impuesto predial,a,5,pagos web,13
cotrafa,rendimientos financieros y recursos no ejecutados,presencial,2,pagos presencial,13
bancolombia,deguello de ganado,p,4,pagos web,13
caja social bcs,impuesto predial,p,4,pagos web,13
bancolombia,delineación urbana,n,2,pagos web,13
bancolombia,delineación urbana,n,3,pagos web,13
caja social bcs,impuesto predial,p,3,pagos web,13
"wells fargo bank, n.a.",impuesto predial,p,1,pagos web,13
"jpmorgan chase bank, n.a.",impuesto predial,p,3,pagos web,13
banco davivienda,servicios,n,1,pagos web,13
nequi,alumbrado publico,p,4,pagos web,13
nequi,alumbrado publico,p,1,pagos web,13
occidente,aprov.esp.pub,presencial,0,pagos presencial,13
coop. financ. confiar,impuesto predial,p,1,pagos web,13
banco cooperativo coopcentral,facilidades,p,5,pagos web,13
banco colpatria,circulacion y transito,p,3,pagos web,13
bogota_1,impuesto telefonico,presencial,2,pagos presencial,13
bancamia s.a.,impuesto predial,p,0,pagos web,13
banco cooperativo coopcentral,facilidades,n,4,pagos web,13
"rappipay, s.a.s.",facilidades,p,4,pagos web,13
bcsc,impuesto predial,n,0,pagos web,13
bancolombia s.a.- nequi,impuesto predial,n,6,pagos web,13
banco av villas s.a.,facilidades,p,0,pagos web,13
bancolombia s.a.- nequi,impuesto predial,n,4,pagos web,13
